po_number,supplier,supplier_name,currency,country,purchase_date,material,plant,material_type,raw_material,raw_material_type,material_name,material_type_name,item,price,po_uom,delivery_date,po_qty,receive_po_qty,exchange_rate,total_price,total_price_krw,receive_total_price,receive_total_price_krw,pr_number,pr_item,completion_flag
4000000754,HF0033,The Boeing Company (TMX),USD,US,2018-07-20,9549H2000029,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),60,497.93,EA,2018-11-01,13,13,1139.2,6473.09,7372747,6473.09,7372747,,,X
4000000754,HF0033,The Boeing Company (TMX),USD,US,2018-07-20,9549H2000058,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),70,24.47,EA,2018-11-01,4,4,1139.2,97.88,111622,97.88,111622,,,X
4000000766,HF0033,The Boeing Company (TMX),USD,US,2018-08-08,9549H2000017,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),10,17.21,EA,2018-11-01,2,2,1139.2,34.42,38726,34.42,38726,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000110,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),100,90.24,EA,2018-11-01,10,10,1139.2,902.4,1027378,902.4,1027378,,,X
4000000779,HF0059,Carlisle Interconnect Technologies,USD,US,2018-08-30,BACJ40AP20-06,H2A,MTC,,,"JUMPER ASSEMBLY, BONDING, ELECTRICAL, INSULATED, 12 AWG",H/W(HR),10,50.27,EA,2018-11-01,11,11,1139.2,552.97,629867,552.97,629867,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000014,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),60,101.66,EA,2018-11-01,4,4,1139.2,406.64,463573,406.64,463573,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000011,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),60,148,EA,2018-11-01,7,7,1139.2,1036,1180004,1036,1180004,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000033A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),10,27.67,EA,2018-11-01,20,20,1139.2,553.4,629867,553.4,629867,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000033B,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),20,40.29,EA,2018-11-01,20,20,1139.2,805.8,918034,805.8,918034,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000035A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),30,4.98,EA,2018-11-01,30,30,1139.2,149.4,169711,149.4,169711,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000036A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),40,7.93,EA,2018-11-01,37,37,1139.2,293.41,333727,293.41,333727,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000046J,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),50,267.55,EA,2018-11-01,5,5,1139.2,1337.75,1523982,1337.75,1523982,,,X
4000000754,HF0033,The Boeing Company (TMX),USD,US,2018-07-20,9545H2000046I,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),40,10.75,EA,2018-11-01,360,360,1139.2,3870,4407930,3870,4407930,,,X
4000000754,HF0033,The Boeing Company (TMX),USD,US,2018-07-20,9545H2000038B,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),20,301.6,EA,2018-11-01,59,59,1139.2,17794.4,20267366,17794.4,20267366,,,X
4000000754,HF0033,The Boeing Company (TMX),USD,US,2018-07-20,9545H2000076B,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),30,519.67,EA,2018-11-01,45,45,1139.2,23385.15,26635515,23385.15,26635515,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000058,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),80,236.74,EA,2018-11-01,5,5,1139.2,1183.7,1348576,1183.7,1348576,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000060,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),70,121.65,EA,2018-11-01,5,5,1139.2,608.25,692512,608.25,692512,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000059,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),90,183.03,EA,2018-11-01,12,12,1139.2,2196.36,2501244,2196.36,2501244,,,X
4000000761,HF0033,The Boeing Company (TMX),USD,US,2018-08-03,9545H2000050,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),70,96.69,EA,2018-11-01,2,2,1139.2,193.38,219827,193.38,219827,,,X
4000000827,HF0068,East Coast,USD,US,2018-11-01,8010H2000044,H2A,MTA,,,Adhesive primer,CAN 냉동자재(CF),10,522.89,ML,2018-11-05,4,4,1125.5,2091.56,2355592,2091.56,2355592,,,X
4000000813,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-10-15,BACR15CE4AD5,H2A,MTC,,,RIVET,H/W(HR),10,0.01,EA,2018-11-05,2381,2381,1125.5,23.81,27024,23.81,27024,,,X
4000000813,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-10-15,BACR15CE5AD5,H2A,MTC,,,RIVET,H/W(HR),20,0.01,EA,2018-11-05,3070,3070,1125.5,30.7,34906,30.7,34906,,,X
4000000804,HF0011,Wesco Aircraft Hardward Corp(INCORA Group),USD,US,2018-10-08,BACN11BW3B8C,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),10,8.5,EA,2018-11-05,322,322,1125.5,2737,3081862,2737,3081862,,,X
4000000803,HF0009,First Call,USD,US,2018-10-08,MS35650-3255T,H2A,MTC,,,"NUT, HEX",H/W(HR),30,0.38,EA,2018-11-05,348,348,1125.5,132.24,148632,132.24,148632,,,X
4000000804,HF0011,Wesco Aircraft Hardward Corp(INCORA Group),USD,US,2018-10-08,NAS1149D0416H,H2A,MTC,,,"WASHER, FLAT",H/W(HR),20,0.05,EA,2018-11-05,1043,1043,1125.5,52.15,58552,52.15,58552,,,X
4000000803,HF0009,First Call,USD,US,2018-10-08,NAS1149D0563H,H2A,MTC,,,WASHER-FLAT,H/W(HR),40,0.05,EA,2018-11-05,492,492,1125.5,24.6,28150,24.6,28150,,,X
4000000814,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2018-10-15,NAS1398D5AB2,H2A,MTC,,,RIVET,H/W(HR),10,0.56,EA,2018-11-05,800,800,1125.5,448,504448,448,504448,,,X
4000000803,HF0009,First Call,USD,US,2018-10-08,BACB30FN5A6,H2A,MTC,,,BOLT,H/W(HR),10,1.38,EA,2018-11-05,268,268,1125.5,369.84,416620,369.84,416620,,,X
4000000797,HF0002,"AMI Metals, Inc.",USD,US,2018-09-20,9545H2000074,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),20,175,EA,2018-11-07,2,2,1122.5,350,393050,350,393050,,,X
4000000797,HF0002,"AMI Metals, Inc.",USD,US,2018-09-20,9545H2000043,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),10,175,EA,2018-11-07,2,2,1122.5,350,393050,350,393050,,,X
4000000806,HF0073,TW METALS,USD,US,2018-10-11,9510H2000011,H2A,MTE,Al,Al Round Bar,AL ROUND BAR,원자재(OR),10,32.57,EA,2018-11-09,8,8,1118.4,260.56,291798,260.56,291798,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9545H2000047,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),60,228.6,EA,2018-11-12,127,127,1125.7,29032.2,32690032,29032.2,32690032,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9545H2000119,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),70,101.57,EA,2018-11-12,10,10,1125.7,1015.7,1144016,1015.7,1144016,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9545H2000130,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),50,131.34,EA,2018-11-12,3,3,1125.7,394.02,443644,394.02,443644,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9545H2000131,H2A,MTE,Al,sheet,AL BARE SHEET(미사용),원자재(OR),40,148,EA,2018-11-12,6,6,1125.7,888,999888,888,999888,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9549H2000032,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),90,22.58,EA,2018-11-12,44,44,1125.7,993.52,1119244,993.52,1119244,,,X
4000000742,HF0033,The Boeing Company (TMX),USD,US,2018-06-28,9549H2000026,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),80,24.7,EA,2018-11-12,28,28,1125.7,691.6,779192,691.6,779192,,,X
4000000830,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-15,BACB30YP5K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,0.51,EA,2018-11-14,587,587,1135.7,299.37,339664,299.37,339664,,,X
4000000830,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-15,BACN11P3B14CG,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),30,25.99,EA,2018-11-14,10,10,1135.7,259.9,295360,259.9,295360,,,X
4000000830,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-15,BACR15FT6AD5C,H2A,MTC,,,RIVET(B),H/W(HR),40,0.03,EA,2018-11-14,7620,7620,1135.7,228.6,260144,228.6,260144,,,X
4000000830,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-15,BACB30YP5K4,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),20,0.52,EA,2018-11-14,2000,2000,1135.7,1040,1181440,1040,1181440,,,X
4000000811,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2018-10-12,BACN10JC4,H2A,MTC,,,NUT,H/W(HR),20,0.72,EA,2018-11-15,21,21,1132.4,15.12,16980,15.12,16980,,,X
4000000811,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2018-10-12,NAS1802-4D8,H2A,MTC,,,SCREW,H/W(HR),30,3.62,EA,2018-11-15,5,5,1132.4,18.1,20376,18.1,20376,,,X
4000000825,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2018-10-29,NAS42DD6-8FC,H2A,MTC,,,SPACER,H/W(HR),10,0.19,EA,2018-11-15,200,200,1132.4,38,43016,38,43016,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,MS20995C32,H2A,MTC,,,LOCK WIRE,H/W(HR),50,13.58,LB,2018-11-15,1,1,1132.4,13.58,15848,13.58,15848,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,MS16562-216,H2A,MTC,,,PIN TUBULAR SLOTTED,H/W(HR),40,0.1,EA,2018-11-15,5,5,1132.4,0.5,1132,0.5,1132,,,X
4000000811,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2018-10-12,BACB30LJ4-49,H2A,MTC,,,BOLT,H/W(HR),10,21.86,EA,2018-11-15,5,5,1132.4,109.3,123388,109.3,123388,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,BACB28AT09B012C,H2A,MTC,,,BUSHING,H/W(HR),60,3,EA,2018-11-15,5,5,1132.4,15,16980,15,16980,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,AN960C416,H2A,MTC,,,WASHER,H/W(HR),30,1.25,EA,2018-11-15,5,5,1132.4,6.25,6792,6.25,6792,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,AN960-916L,H2A,MTC,,,WASHER,H/W(HR),20,0.1,EA,2018-11-15,5,5,1132.4,0.5,1132,0.5,1132,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9549H2000032,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),50,22.58,EA,2018-11-15,82,82,1132.4,1851.56,2096464,1851.56,2096464,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9549H2000033,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),60,363.63,EA,2018-11-15,18,18,1132.4,6545.34,7408940,6545.34,7408940,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9549H2000028,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),40,410.42,EA,2018-11-15,14,14,1132.4,5745.88,6504472,5745.88,6504472,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9549H2000055,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),70,28.07,EA,2018-11-15,11,11,1132.4,308.77,349788,308.77,349788,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9545H2000042,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),10,95.67,EA,2018-11-15,2,2,1132.4,191.34,216212,191.34,216212,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9545H2000051,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),20,92.62,EA,2018-11-15,40,40,1132.4,3704.8,4194060,3704.8,4194060,,,X
4000000765,HF0033,The Boeing Company (TMX),USD,US,2018-08-07,9545H2000052,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),30,74.1,EA,2018-11-15,17,17,1132.4,1259.7,1426320,1259.7,1426320,,,X
4000000812,HF0009,First Call,USD,US,2018-10-12,69B90935-1,H2A,MTC,,,SPRING WASHER,H/W(HR),10,16.54,EA,2018-11-15,200,200,1132.4,3308,3744656,3308,3744656,,,X
4000000798,HF0003,SERVICE STEEL AEROSPACE CORP.,USD,US,2018-09-21,9510H2000012,H2A,MTE,,Bar,STEEL BAR,원자재(OR),10,5,LB,2018-11-16,452,452,1130.3,2260,2553800,2260,2553800,,,X
4000000771,HF0033,The Boeing Company (TMX),USD,US,2018-08-13,9545H2000025,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),10,17.1,EA,2018-11-16,10,10,1130.3,171,193230,171,193230,,,X
4000000807,HF0048,UNICAL AVIATION INC,USD,US,2018-10-11,8010H2000031,H2A,MTF,,,PRIMER,페인트상온자재(PR),10,398,ML,2018-11-19,1,1,1128.7,398,449342,398,449342,,,X
4000000826,HF0025,OLYMPIC AVIATION,USD,US,2018-10-31,9510H2000016,H2A,MTE,,ROD,STEEL BAR,원자재(OR),10,50,EA,2018-11-22,6,6,1131.3,300,339300,300,339300,,,X
4000000779,HF0059,Carlisle Interconnect Technologies,USD,US,2018-08-30,BACJ40AR30-11,H2A,MTC,,,JUMPER ASSY,H/W(HR),20,63.16,EA,2018-11-26,172,172,1130.5,10863.52,12287184,10863.52,12287184,,,X
4000000779,HF0059,Carlisle Interconnect Technologies,USD,US,2018-08-30,BACJ40AP20-06,H2A,MTC,,,"JUMPER ASSEMBLY, BONDING, ELECTRICAL, INSULATED, 12 AWG",H/W(HR),10,50.27,EA,2018-11-26,43,43,1130.5,2161.61,2445222,2161.61,2445222,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACC30AB6C,H2A,MTC,,,"COLLAR, PRELOAD(B)",H/W(HR),50,1.08,EA,2018-11-27,3500,3500,1129.9,3780,4271400,3780,4271400,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACN11P3B13C,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),90,7.05,EA,2018-11-27,10,10,1129.9,70.5,80230,70.5,80230,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACN11P3B12C,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),80,5.33,EA,2018-11-27,20,20,1129.9,106.6,120910,106.6,120910,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACN11P3B11CG,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),70,5.54,EA,2018-11-27,37,37,1129.9,204.98,231650,204.98,231650,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACN11P3B10C,H2A,MTC,,,"NUTPLATE, SELF-LOCK",H/W(HR),60,5.87,EA,2018-11-27,25,25,1129.9,146.75,166110,146.75,166110,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACB28AT06D020Z,H2A,MTC,,,BUSHING(B),H/W(HR),10,1.61,EA,2018-11-27,55,55,1129.9,88.55,100570,88.55,100570,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACB30YP5K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),40,0.51,EA,2018-11-27,634,634,1129.9,323.34,364990,323.34,364990,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACB30NX6K5,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),30,0.46,EA,2018-11-27,2000,2000,1129.9,920,1039600,920,1039600,,,X
4000000837,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-11-28,BACB30NX6K4,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),20,0.45,EA,2018-11-27,2500,2500,1129.9,1125,1271250,1125,1271250,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9549H2000066,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),60,27.02,EA,2018-11-28,21,21,1129.7,567.42,640710,567.42,640710,,,X
4000000555,HF0004,(UAC)UNIVERSAL ALLOY CORPORATION,USD,US,2017-08-22,9549H2000025,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),160,4.1,LB,2018-11-28,26123,26123,1129.7,107104.3,121027520,107104.3,121027520,,,X
4000000782,HF0004,(UAC)UNIVERSAL ALLOY CORPORATION,USD,US,2018-09-03,9549H2000024,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),10,3.98,LB,2018-11-28,21536,21536,1129.7,85713.28,96855690,85713.28,96855690,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9545H2000133,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),10,148.19,EA,2018-11-28,2,2,1129.7,296.38,334480,296.38,334480,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9545H2000134,H2A,MTE,Al,sheet,AL BARE SHEET(PVC),원자재(OR),20,67.78,EA,2018-11-28,2,2,1129.7,135.56,153680,135.56,153680,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9545H2000135,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),30,125.66,EA,2018-11-28,15,15,1129.7,1884.9,2130050,1884.9,2130050,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9545H2000136,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),40,189.33,EA,2018-11-28,1,1,1129.7,189.33,213570,189.33,213570,,,X
4000000809,HF0033,The Boeing Company (TMX),USD,US,2018-10-12,9545H2000137,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),50,212.99,EA,2018-11-28,1,1,1129.7,212.99,240690,212.99,240690,,,X
4000000154,HF0009,First Call,USD,US,2016-02-04,BACB28AV12A055Z,H2A,MTC,,,"BUSHING, OVERSIZED FLANGE, LINED (FOR UNCLAMPED INSTALLATION)",H/W(HR),10,31.06,EA,2018-11-30,303,303,1121.8,9411.18,10559142,9411.18,10559142,,,X
4000000154,HF0009,First Call,USD,US,2016-02-04,BACB28AY17A102B,H2A,MTC,,,"BUSHING, FLANGED, LINED",H/W(HR),20,50.41,EA,2018-11-30,25,25,1121.8,1260.25,1413720,1260.25,1413720,,,X
4000000162,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-17,BACR15BB6AD5C,H2A,MTC,,,"RIVET, UNIVERSAL HD",H/W(HR),130,0.04,EA,2018-11-30,1120,1120,1121.8,44.8,50490,44.8,50490,,,X
4000000162,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-17,BACR15BA4AD6C,H2A,MTC,,,RIVET(B),H/W(HR),110,0.04,EA,2018-11-30,1500,1500,1121.8,60,67320,60,67320,,,X
4000000786,HF0070,"IGH International, Corp.",USD,US,2018-09-07,BACF3H07LA022AN,H2A,MHW,,,FILLER,가공H/W,10,3.8,EA,2018-11-30,50,50,1121.8,190,213180,190,213180,,,X
4000000786,HF0070,"IGH International, Corp.",USD,US,2018-09-07,BACF3H07LA107AN,H2A,MHW,,,FILLER,가공H/W,20,6.2,EA,2018-11-30,50,50,1121.8,310,347820,310,347820,,,X
4000000162,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-17,BACN10JC08CD,H2A,MTC,,,SELF-LOCKING NUT(B),H/W(HR),20,0.85,EA,2018-11-30,1500,1500,1121.8,1275,1430550,1275,1430550,,,X
4000000161,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-17,BACS40V008F019,H2A,MTC,,,"SHIM, LAMINATED, Raw material : BAC1535-62",H/W(HR),260,1.88,EA,2018-11-30,960,960,1121.8,1804.8,2025210,1804.8,2025210,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000067,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),50,118.2,EA,2018-11-30,3,3,1121.8,354.6,398310,354.6,398310,,,X
4000000808,HD0008,GV엔지니어링,KRW,KR,2018-10-11,8010H2000045,H2A,MTF,,,Adhesive Primer(3M),페인트상온자재(PR),10,1950000,KT,2018-11-30,1,,1,1950000,1950000,0,0,,,X
4000000720,HF0048,UNICAL AVIATION INC,USD,US,2018-05-30,10-60754-119,H2A,MHW,,,SEAL,가공H/W,10,200,EA,2018-11-30,25,25,1121.8,5000,5610000,5000,5610000,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000049,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),90,86.1,EA,2018-12-03,10,10,1120.3,861,964320,861,964320,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000040,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),80,181.09,EA,2018-12-03,6,6,1120.3,1086.54,1217440,1086.54,1217440,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000037A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),50,249.98,EA,2018-12-03,300,300,1120.3,74994,83993280,74994,83993280,,,X
4000000791,HF0033,The Boeing Company (TMX),USD,US,2018-09-14,9545H2000015A,H2A,MTE,Al,sheet,AL CLAD SHEET(PVC) (미사용),원자재(OR),10,161.41,EA,2018-12-03,3,3,1120.3,484.23,542080,484.23,542080,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000035B,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),40,81.73,EA,2018-12-03,60,60,1120.3,4903.8,5492480,4903.8,5492480,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000034A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),30,65.16,EA,2018-12-03,50,50,1120.3,3258,3648960,3258,3648960,,,X
4000000772,HF0033,The Boeing Company (TMX),USD,US,2018-08-20,9545H2000033D,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),20,27.81,EA,2018-12-03,60,60,1120.3,1668.6,1869280,1668.6,1869280,,,X
4000000805,HF0070,"IGH International, Corp.",USD,US,2018-10-08,BACN10JC5CD,H2A,MTC,,,NUT SELF LOCKING,H/W(HR),10,0.93,EA,2018-12-03,651,651,1120.3,605.43,677600,605.43,677600,,,X
4000000803,HF0009,First Call,USD,US,2018-10-08,BACJ40AD33-7,H2A,MTC,,,JUMPER ASSY,H/W(HR),20,2.19,EA,2018-12-05,618,618,1109.8,1353.42,1501830,1353.42,1501830,,,X
4000000615,HF0033,The Boeing Company (TMX),USD,US,2017-12-08,9545H2000102,H2A,MTE,Ti,Plate,TI PLATE(CTS),원자재(OR),20,788.228,EA,2018-12-08,108,108,1117.8,85128.624,95174222,85128.624,95174222,,,X
4000000835,HF0068,East Coast,USD,US,2018-11-23,8010H2000043,H2A,MTF,,,ADHESHIVE,페인트상온자재(PR),10,326.7,ML,2018-12-08,2,2,1117.8,653.4,730054,653.4,730054,,,X
4000000778,HF0069,W.S.WILSON,USD,US,2018-08-30,BACB28AT14D048Z,H2A,MTC,,,G BUSH - FILLET FAIRING - INBD FLAP,H/W(HR),10,5.6,EA,2018-12-10,570,570,1118.2,3192,3568656,3192,3568656,,,X
4000000682,HF0004,(UAC)UNIVERSAL ALLOY CORPORATION,USD,US,2018-04-25,9549H2000024,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),10,3.98,LB,2018-12-12,41409,41409,1129.4,164807.82,186068232,164807.82,186068232,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000033C,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),10,30.19,EA,2018-12-17,40,40,1129.2,1207.6,1363832,1207.6,1363832,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000034A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),20,65.16,EA,2018-12-17,54,54,1129.2,3518.64,3972951,3518.64,3972951,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000022A,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),30,58.2,EA,2018-12-17,50,50,1129.2,2910,3285390,2910,3285390,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000039,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),40,111.48,EA,2018-12-17,6,6,1129.2,668.88,755301,668.88,755301,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000038B,H2A,MTE,Al,Plate,AL PLATE(CTS),원자재(OR),70,301.6,EA,2018-12-17,65,65,1129.2,19604,22132916,19604,22132916,,,X
4000000783,HF0033,The Boeing Company (TMX),USD,US,2018-09-06,9545H2000053A,H2A,MTE,Al,sheet,AL CLAD SHEET(CTS),원자재(OR),60,67.32,EA,2018-12-17,34,34,1129.2,2288.88,2584281,2288.88,2584281,,,X
4000000841,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-12-18,BACB30NX6K5,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,0.46,EA,2018-12-18,2000,2000,1131.6,920,1041440,920,1041440,,,X
4000000841,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-12-18,BACB30YP5K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),30,0.51,EA,2018-12-18,919,919,1131.6,468.69,530908,468.69,530908,,,X
4000000841,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-12-18,BACB30VT6K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),20,0.36,EA,2018-12-18,546,546,1131.6,196.56,223004,196.56,223004,,,X
4000000841,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-12-18,BACC30AB6C,H2A,MTC,,,"COLLAR, PRELOAD(B)",H/W(HR),60,1.08,EA,2018-12-18,3500,3500,1131.6,3780,4278960,3780,4278960,,,X
4000000841,HF0047,The Boeing Company (BASN/GXO),USD,US,2018-12-18,BACB30YP5K4,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),40,0.52,EA,2018-12-18,2000,2000,1131.6,1040,1177280,1040,1177280,,,X
